432,184,4621384368
433,186,4608033786
438,190,4602341648
308,60,4597556150
428,180,4585981600
436,189,4583901760
432,185,4582198596
442,194,4580373332
438,189,4579422130
433,184,4570449540
432,183,4567040388
433,187,4558272615
430,182,4548351870
437,190,4546131210
438,191,4543968592
430,184,4542286606
428,181,4541362400
435,189,4532451920
433,185,4531263768
431,182,4530402522
439,190,4528297008
439,192,4526879916
431,184,4524119028
437,189,4523211692
441,194,4523163408
430,180,4522926768
429,182,4522428110
440,193,4517845794
429,184,4516708398
433,183,4516704515
442,193,4515458572
428,179,4511169147
442,195,4507516797
439,189,4505746230
431,180,4505254864
430,185,4503925569
443,194,4498909911
429,180,4496743200
426,180,4496010693
437,191,4488471090
430,183,4487724396
431,185,4485757991
427,180,4483159829
429,185,4478563377
430,181,4478047760
439,193,4475917116
443,196,4470314496
439,191,4469923952
431,183,4469775048
429,183,4462146188
426,178,4460837104
425,180,4460789529
431,181,4460375856
441,193,4458248648
426,181,4452391895
429,181,4452124000
441,195,4451216868
430,179,4449570087
427,178,4448200688
427,181,4439541031
443,193,4435149681
444,197,4433035145
431,179,4432184801
426,177,4427648100
443,195,4426053376
425,178,4425298436
429,179,4423386519
426,179,4420983792
425,181,4417512435
427,177,4415105700
427,179,4408347376
422,174,4406145156
422,175,4399898475
443,197,4397796942
425,177,4392109432
425,179,4385762628
423,174,4369983177
320,72,4365769232
423,175,4363736496
422,172,4360917568
446,197,4354085988
448,198,4338342318
445,197,4335416595
422,173,4326032028
423,172,4325413091
420,174,4312325124
447,198,4310370132
420,175,4306226683
421,174,4301582916
421,175,4295484475
448,197,4295444262
422,171,4294031616
423,173,4290527551
447,197,4267472076
420,172,4266054272
449,198,4262297136
448,199,4262140180
423,171,4259071692
421,172,4255512128
420,170,4246453256
421,170,4236076808
447,199,4234659320
419,174,4233938832
420,173,4232011932
419,175,4227951244
449,200,4226314112
421,173,4221469788
449,197,4220151024
418,170,4200745913
420,171,4199002624
420,169,4189329958
421,171,4188626176
419,172,4187037440
449,199,4186094998
450,202,4183104714
416,169,4179673252
421,169,4179093094
419,170,4166543498
450,201,4165391394
417,170,4161374070
418,171,4154188207
419,173,4153625640
449,202,4145542056
418,169,4143153700
452,202,4139450010
414,168,4128206882
449,201,4127828736
415,168,4124274200
452,201,4122072610
419,171,4119985792
452,204,4115435796
417,171,4115252730
450,203,4113570976
419,169,4109420200
417,169,4103781857
451,202,4103775230
451,201,4086397830
451,204,4080365484
453,202,4078544778
449,203,4076632704
414,169,4071939278
452,203,4069311804
415,169,4068006596
453,201,4061423058
453,204,4053840228
413,168,4037322302
414,166,4036212876
451,203,4034241492
415,166,4032379722
414,167,4023730554
415,167,4019897400
452,206,4014946470
453,203,4008406572
452,205,4007070189
454,206,4006745589
454,205,3998990380
413,169,3982293458
451,206,3980799612
451,205,3972923331
414,165,3953341688
453,206,3953229830
415,165,3949587236
453,205,3945474621
413,166,3945046356
452,207,3940426910
413,167,3932845974
454,207,3931217241
412,164,3917569440
455,206,3916993290
455,205,3909411800
451,207,3906913836
413,164,3894198512
412,165,3885546096
455,208,3881458554
453,207,3878710270
413,165,3862175168
410,164,3856661193
455,207,3841464942
412,163,3833426340
411,164,3829677390
410,165,3825356304
